Symbol,Description,Price,Price - Currency,Price Change % 1 day,Volume 1 day,Relative Volume 1 day,Market capitalization,Market capitalization - Currency,Price to earnings ratio,"EPS diluted, Trailing 12 months","EPS diluted, Trailing 12 months - Currency","EPS diluted growth %, TTM YoY","Dividend yield %, Trailing 12 months",Sector,Analyst Rating
AM,Antero Midstream Corporation,15.01,USD,-0.06657789613848061,2460578,0.6177878908272718,7223727515,USD,18.734398402396405,0.8012,USD,13.436216904997874,5.996,Industrial services,Neutral
DASTY,Dassault Systemes SA,40.77,USD,-0.5124450951683596,30665,0.3936315511124119,54582713362.04881,USD,44.72846955567746,0.9115,USD,13.441194772868698,0.458266,Technology services,Buy
PHVS,Pharvaris N.V.,18.54,USD,-1.8528321863419874,53157,0.31146363357247153,1001302984.0000001,USD,,-2.4602,USD,13.458561981145351,0,Health technology,Strong buy
MEGEF,Meg Energy Corp.,18.42,USD,1.582749682898597,214407,2.801025267192626,4940497154.837415,USD,12.063312428809185,1.52694379,USD,13.589461979441337,0,Energy minerals,Buy
RMD,ResMed Inc.,239,USD,-1.4676781002638533,1131069,0.9730541523649623,35116778809,USD,34.52958853444291,6.9216,USD,13.65144001839019,0.824268,Health technology,Buy
SII,Sprott Inc.,44.6,USD,-0.4019651630192044,135753,1.298377231700937,1132665707.7781458,USD,28.369677636179937,1.57210105,USD,13.66983761991471,2.25805,Finance,Strong buy
OMCL,"Omnicell, Inc.",43.02,USD,1.6300496102055393,336612,0.4450394545274738,1978653180.9999998,USD,,-0.4558,USD,13.674242424242431,0,Technology services,Buy
EXC,Exelon Corporation,40.38,USD,1.1269722013523737,5899209,0.7589590337974262,40400117131,USD,16.654293491709975,2.4246,USD,13.72953703269384,3.71471,Utilities,Neutral
SSNC,"SS&C Technologies Holdings, Inc.",73.92,USD,-0.7518796992481233,1250268,0.8226823737681903,18141440176,USD,26.7632150615496,2.762,USD,13.878123196173838,1.2987,Technology services,Buy
SHOO,"Steven Madden, Ltd.",48.69,USD,0.6407606448945745,524625,0.6627474715165443,3535705128,USD,19.85644957383467,2.4521,USD,13.918699186991883,1.7252,Consumer non-durables,Neutral
SIRI,SiriusXM Holdings Inc.,24.38,USD,0.12320328542093463,4762858,0.5474636893623933,8268085213,USD,7.263734954117507,3.3564,USD,13.938488695770236,4.36423,Consumer services,Neutral
MTLHY,Mitsubishi Chemical Group Corporation,33.24,USD,0.7272727272727333,349,0.312136660406046,9385107166.375874,USD,12.461573067406462,2.6674,USD,13.986581770009835,2.80968,Process industries,
HLKHF,Hella Gmbh & Co Kgaa,94.85,USD,-1.9232757729293761,500,3.278688524590164,10538888487.226965,USD,29.972979180726313,3.1645169280000003,USD,14.0000543782214,0.797753,Producer manufacturing,Sell
IMCR,Immunocore Holdings plc,31.4,USD,2.0474488137796523,280590,0.6387580607379034,1570552809,USD,,-1.0794,USD,14.01258663267746,0,Health technology,Strong buy
TNC,Tennant Company,96.58,USD,0,103001,0.8524089007176717,1825795264,USD,16.669255596403115,5.7939,USD,14.017238664987405,1.15966,Producer manufacturing,Buy
ALSN,"Allison Transmission Holdings, Inc.",96.5,USD,0.6361455834810714,952149,1.4776529108155645,8408806004,USD,12.549743803157593,7.6894,USD,14.106369086484236,1.01554,Producer manufacturing,Neutral
INGR,Ingredion Incorporated,137.37,USD,-0.1018107773979975,228340,0.5267487509498502,8937488580,USD,14.045725036297826,9.7802,USD,14.132007655323719,2.27124,Consumer non-durables,Buy
SWTX,"SpringWorks Therapeutics, Inc.",32.28,USD,-0.03096934035304432,603629,0.517537026211871,2397533173,USD,,-4.2772,USD,14.150375336196863,0,Health technology,Strong buy
SEMHF,Siemens Healthineers AG,55.5099,USD,0.6297756628144126,941,2.0403295750216826,61937282968.59894,USD,31.232547073840518,1.777309416,USD,14.15530777594192,1.76187,Health technology,Strong buy
GNMSF,Genmab A/S,238.07,USD,1.1772205694857552,470,0.6534130404559989,15684392416.13905,USD,19.80740135554493,12.019244510000002,USD,14.205339255622984,0,Health technology,Buy
BCSF,"Bain Capital Specialty Finance, Inc.",17.16,USD,0.3508771929824486,187966,1.1290307079822495,1107888432,USD,8.581287193078962,1.9997,USD,14.229407060436428,9.79021,Finance,Buy
TDY,Teledyne Technologies Incorporated,435.74,USD,-0.10316605149131998,209681,0.9708024499588633,20385752960,USD,23.707161549719537,18.3801,USD,14.350328179923475,0,Electronic technology,Buy
ROP,"Roper Technologies, Inc.",553.8,USD,0.2352941176470506,310497,0.6647809969713099,59366617598.99999,USD,41.468857172809365,13.3546,USD,14.352993560761746,0.529523,Technology services,Buy
SLN,Silence Therapeutics Plc - American Depository Share,18.25,USD,4.704532415375791,301753,1.8179819065153897,851543883,USD,,-1.2054,USD,14.36487638533674,0,Commercial services,Strong buy
BOWFF,Boardwalk Real Estate Investment Trust,63.88,USD,-1.0532837670384134,7427,0.37750714147749803,3373307771.589,USD,6.595375326125203,9.68557464,USD,14.451078964919029,1.48883,Finance,Buy
CRDO,Credo Technology Group Holding Ltd,31.45,USD,0.704450848543064,1836890,0.853647241520282,5222726217.999999,USD,,-0.1633,USD,14.457831325301198,0,Technology services,Strong buy
TTE,TotalEnergies SE,66.15,USD,0.7309273640931992,1373898,0.8759874957847145,153975124356.4734,USD,7.413425977810154,8.923,USD,14.48550166794971,4.0709,Energy minerals,Buy
DXPE,"DXP Enterprises, Inc.",52.9,USD,1.8286814244465748,72394,0.8477416468863405,835222966,USD,14.957446206916051,3.5367,USD,14.667833868300761,0,Distribution services,Strong buy
ATLPF,Atlas Copco AB,18.731,USD,10.312131919905779,20964,15.815918521312712,87631475939.93379,USD,33.12270328508747,0.56550336,USD,14.676043319180742,1.28755,Producer manufacturing,Buy
LIN,Linde plc,479.51,USD,-0.4505065603720345,1252607,0.7998518820008599,228967346676.99997,USD,36.49377830206629,13.1395,USD,14.686346219308897,1.11155,Process industries,Buy
RNMBY,Rheinmetall AG,107.54,USD,-0.9669398655493112,7280,0.26009567805299805,23252975478.567505,USD,41.575813809634276,2.5866,USD,14.689841706203152,0.80001,Electronic technology,
CNTA,Centessa Pharmaceuticals plc,15.79,USD,0.7657945118059937,731275,0.7644846728807432,1787076889,USD,,-1.5583,USD,14.725839991244385,0,Health technology,Strong buy
LSRCF,Lasertec Corp.,170,USD,-1.4664116385556143,68,0.5811965811965812,15330245971.679054,USD,41.813148077551304,4.0657067888,USD,14.739899120910094,0.876691,Electronic technology,Buy
OTTR,Otter Tail Corporation,78.11,USD,0.7870967741935476,177882,0.6291712456269235,3267182653,USD,10.560257415569316,7.3966,USD,14.74178986395297,2.35565,Utilities,Neutral
SPSC,"SPS Commerce, Inc.",192.25,USD,0.4755931849064475,165173,0.7010643318936245,7131674594.000001,USD,100.68607939666911,1.9094,USD,14.747596153846157,0,Technology services,Buy
GNTX,Gentex Corporation,30.98,USD,0.09693053311793581,4716226,2.594824717150975,7132129497.999999,USD,17.35574229691877,1.785,USD,14.813147230977034,1.54939,Producer manufacturing,Buy
FONR,Fonar Corporation,17.51,USD,-1.463140123804153,11779,0.9639195083429488,112673440.99999999,USD,11.562334918119388,1.5144,USD,14.97115092620711,0,Commercial services,
WSM,"Williams-Sonoma, Inc.",154.35,USD,2.0495867768595004,1055906,0.672231918248303,19500477933,USD,18.541208692205124,8.3247,USD,15.020172432850675,1.31843,Retail trade,Neutral
VCISY,Vinci SA,30.7,USD,0.13046314416177152,109336,0.9328023314939375,69672539998.8199,USD,14.231411088447988,2.1572,USD,15.08749466495945,2.95869,Industrial services,Buy
LBPH,"Longboard Pharmaceuticals, Inc.",32,USD,2.5641025641025665,279054,0.3807233544541606,1244784640,USD,,-2.1636,USD,15.109663750147131,0,Health technology,Strong buy
URI,"United Rentals, Inc.",814.1,USD,1.425261007151229,383440,0.810176136822235,53841205478.00001,USD,21.4880352212679,37.8862,USD,15.307380229907466,0.782459,Finance,Neutral
SMPL,The Simply Good Foods Company,34.7,USD,1.2842965557501602,749908,0.7511511551617928,3474714037,USD,23.931034482758623,1.45,USD,15.308151093439355,0,Consumer non-durables,Buy
NWE,"NorthWestern Energy Group, Inc.",57.27,USD,0.791974656810987,243311,0.5668683349968175,3510679385,USD,16.74561403508772,3.42,USD,15.318474559126006,4.50498,Utilities,Neutral
PYPL,"PayPal Holdings, Inc.",77.88,USD,-2.747252747252751,11575282,0.8424900797299357,79619320361,USD,18.86627906976744,4.128,USD,15.326591048779123,0,Commercial services,Buy
ORCL,Oracle Corporation,168.74,USD,0.38072575847710577,8974281,0.6981661529424716,467589183863.99994,USD,43.527833668678745,3.8766,USD,15.330378127510185,0.948204,Technology services,Buy
RDY,Dr. Reddy's Laboratories Ltd,79.67,USD,-0.32528462404604663,125875,0.988050767166965,13429003162.656143,USD,19.863867557594496,4.0108,USD,15.428670101015909,0.507289,Health technology,Neutral
HESM,Hess Midstream LP,35.19,USD,0.6291106662853843,499209,0.3666960488331607,7770721199.999999,USD,15.321316614420061,2.2968,USD,15.428686300130675,7.30634,Energy minerals,Buy
NKE,"Nike, Inc.",89.44,USD,0.055934668307413754,9181004,0.5649603439978714,134111866337.00003,USD,24.00236159192765,3.7263,USD,15.468996932230178,1.6212,Consumer non-durables,Buy
QBCRF,Quebecor Inc.,25.95,USD,0.2704791344667708,5471,0.09775403362695874,6099369791.5463915,USD,11.451660902119746,2.26604684,USD,15.534199312747868,3.6512,Consumer services,Buy
CLMB,"Climb Global Solutions, Inc.",99.42,USD,2.473716759431051,31768,0.8391867010780412,458007060.00000006,USD,32.86068418443232,3.0255,USD,15.543249952262746,0.683967,Distribution services,Strong buy
CSNVY,Corbion NV,28.56,USD,12.485230405671517,1500,1.1644154634373545,1700488690.9943,USD,21.361256544502616,1.337,USD,15.547489413188137,1.70767,Consumer non-durables,
FICO,Fair Isaac Corporation,1919.65,USD,-0.2162375702382176,107576,0.7530432956494347,47067003828.99999,USD,100.9221338408399,19.0211,USD,15.551114135056975,0,Technology services,Buy
FDS,FactSet Research Systems Inc.,458.49,USD,0.6188689182961339,194631,0.46060610937155744,17440954401,USD,32.97682581239121,13.9034,USD,15.57369554194133,0.881153,Technology services,Neutral
WTRG,"Essential Utilities, Inc.",38.4,USD,0.7609551298871665,848376,0.46821206036684715,10509097683,USD,18.814306712395883,2.041,USD,15.611192930780552,3.24688,Utilities,Strong buy
FCELB,"FuelCell Energy, Inc.",362.78,USD,-2.478494623655921,90,1.480263157894737,222181429,USD,,-0.254,USD,15.698639230003323,0,Electronic technology,
MITSY,"Mitsui & Co., Ltd.",435.05,USD,-4.205658923263232,3573,0.38129895631016153,68365532677.82474,USD,14.430093403385872,30.1488,USD,15.715256214905024,2.09493,Process industries,Buy
HURN,Huron Consulting Group Inc.,108.01,USD,-0.08325624421830638,63227,0.713255931484473,1921617729.9999998,USD,25.51919669226226,4.2325,USD,15.72428501121015,0,Commercial services,Strong buy
MAS,Masco Corporation,83.57,USD,0.5051112447384095,1138224,0.7737539387915213,18239055520,USD,20.404824689911123,4.0956,USD,15.753773104968637,1.38208,Producer manufacturing,Buy
ESEA,Euroseas Ltd.,49.42,USD,-0.04045307443364891,43845,1.1704797244987852,346611174,USD,2.9215462558451617,16.9157,USD,15.760263332580568,4.45164,Transportation,Strong buy
HUBB,Hubbell Inc,428.48,USD,0.12384624372006765,299122,0.7494188735441775,23001205944,USD,31.673800072442877,13.5279,USD,15.762585680178681,1.13891,Producer manufacturing,Buy
MOH,Molina Healthcare Inc,341.86,USD,0.9866477608413187,389637,0.8882226838191042,20032994620,USD,18.718720911131797,18.263,USD,15.769589167876378,0,Health services,Buy
BRC,Brady Corporation,75.23,USD,-1.0782380013149155,232029,0.7899448503565032,3579765143,USD,18.496754523996856,4.0672,USD,15.940706955530207,1.2495,Producer manufacturing,Strong buy
CGEMY,Capgemini SE,44.41,USD,1.5549965698605073,42273,0.46028161530286926,38420944659.263306,USD,21.522729475622757,2.0634,USD,15.973471223021596,1.13407,Technology services,Buy
NHI,"National Health Investors, Inc.",82.99,USD,-1.249405045216577,193756,0.756990369817902,3805517711,USD,28.27983370817147,2.9346,USD,15.982926250889271,4.33787,Finance,Buy
DAC,Danaos Corporation,85.98,USD,0.3735699276208352,73233,0.6552590820306384,1663338372,USD,2.926371034440508,29.3811,USD,16.04643263397371,3.7218,Transportation,Buy
DBX,"Dropbox, Inc.",25.31,USD,1.3210568454763743,2168387,0.7241458123956847,8236319512,USD,14.711694954661706,1.7204,USD,16.094203387543015,0,Technology services,Neutral
VRRM,Verra Mobility Corporation,27.81,USD,1.2745812090313104,1279100,0.9728161357729158,4579152604.000001,USD,48.57641921397379,0.5725,USD,16.220056841250514,0,Transportation,Buy
DCI,"Donaldson Company, Inc.",73.82,USD,-0.17579445571333285,608622,1.1037422146006433,8888312743.000002,USD,21.849286686793345,3.3786,USD,16.266905261708942,1.40883,Producer manufacturing,Neutral
RCKT,"Rocket Pharmaceuticals, Inc.",18.46,USD,4.886363636363632,998253,0.7446888347663344,1679414303,USD,,-2.7945,USD,16.289728304825797,0,Health technology,Strong buy
VTDRF,Vantage Drilling International,26.25,USD,-9.482758620689655,150820,1.992859426904263,349000611,USD,,-2.3865,USD,16.292528937215017,0,Industrial services,
LII,"Lennox International, Inc.",604.87,USD,-1.7733318176651067,233854,1.026095777831796,21553994408,USD,33.54834773541581,18.0298,USD,16.30028123951803,0.735695,Producer manufacturing,Neutral
OLP,"One Liberty Properties, Inc.",27.45,USD,1.6290262865605247,64957,0.8885961420342077,585792445,USD,18.09731012658228,1.5168,USD,16.32793925914563,6.55738,Finance,Buy
KOF,Coca Cola Femsa S.A.B. de C.V.,90.4,USD,-1.707078395128839,158751,0.6121934279955159,4733398141.360201,USD,15.292227015139982,5.9115,USD,16.345207636292063,3.35696,Consumer non-durables,Buy
GWOX,"Goodheart-Willcox Co. (THE), Inc.",420,USD,-2.3255813953488373,30,0.6550218340611355,191491028.41082096,USD,12.590871618076894,33.3575,USD,16.353495575375586,6.20682,Consumer services,
STBFY,Suntory Beverage & Food Ltd,18.57,USD,-2.4428684003152084,2355,0.49219386795410375,11893658436,USD,18.835581701998173,0.9859,USD,16.357842558715912,1.63533,Consumer non-durables,Buy
CHDN,"Churchill Downs, Incorporated",134.02,USD,0.4722992728090741,596693,1.0659027518012665,9839290392.000002,USD,24.716448739464806,5.4223,USD,16.40333175904856,0.285032,Consumer services,Strong buy
ATO,Atmos Energy Corporation,137.78,USD,0.738466037873796,729002,0.8184288566670054,21387979660,USD,20.243307572507423,6.8062,USD,16.404994014024272,2.33706,Utilities,Buy
UNCHF,Unicharm Corp.,33.832,USD,-0.7276995305164248,502,0.34003928740770845,20161631538.5758,USD,35.30233932633604,0.958350088,USD,16.42614522764348,0.797418,Consumer non-durables,Buy
LRLCY,L'Oreal Co.,90.52,USD,-0.9628008752735334,190920,0.6011793090027641,241018996448.4482,USD,34.6620716063565,2.6115,USD,16.543198857550863,1.11657,Consumer non-durables,Buy
CNXN,"PC Connection, Inc.",75.26,USD,-1.6723281944081538,89057,0.5255241255918689,1978826397,USD,22.47640664197826,3.3484,USD,16.57962537427756,0.504916,Technology services,Neutral
NMFCZ,New Mountain Finance Corporation - 8.250% Notes due 2028,25.8,USD,0.11641443538999278,6476,1.1173222912353347,1296374088,USD,23.63070159369848,1.0918,USD,16.583021890016028,10.6489,Finance,
KTB,"Kontoor Brands, Inc.",82.13,USD,1.020910209102089,566432,1.3486649590256636,4573430941,USD,19.471775053936792,4.2179,USD,16.58420630752647,2.41081,Consumer non-durables,Buy
SGGKY,Singapore Technologies Engineering Ltd.,34.51,USD,-5.967302452316089,137,0.1485577965734114,11231079618.6658,USD,22.75634685130234,1.5165,USD,16.608996539792386,2.87973,Electronic technology,
DTGHF,DAIMLER TRUCK HLDG AG,38.55,USD,3.8411809072298104,2890,6.476916181084715,31724794222.935787,USD,7.942964230580841,4.853351832,USD,16.61893679223333,5.52005,Consumer durables,Strong buy
ALKT,"Alkami Technology, Inc.",31.17,USD,1.6302575806977502,322057,0.7722804234225248,3085373891.0000005,USD,,-0.5396,USD,16.638343890004638,0,Technology services,Buy
FC,Franklin Covey Company,40.99,USD,-0.3646086533787034,23856,0.4812064047894722,536740472,USD,30.616970421272782,1.3388,USD,16.650692689727286,0,Commercial services,Strong buy
OAK/PA,"Brookfield Oaktree Holdings, LLC 6.625% Series A Preferred",24.555,USD,0.4499897729597031,10574,1.2339109633000758,,,9.744047619047619,2.52,USD,16.66666666666666,,Finance,
OAK/PB,"Brookfield Oaktree Holdings, LLC 6.550% Series B Preferred",23.62,USD,-0.5473684210526274,13618,1.1060753736192332,,,9.373015873015873,2.52,USD,16.66666666666666,,Finance,
HDELY,HEIDELBERG MATERIALS AG,21.96,USD,-2.3978310629125104,27161,0.3167072058730932,20097097490.382404,USD,10.443218565721896,2.1028,USD,16.673139876824045,1.94686,Non-energy minerals,Buy
PPL,PPL Corporation,32.88,USD,0.8588957055214758,3111265,0.6104703723895466,24257987399,USD,28.951307563617156,1.1357,USD,16.673515512636108,3.02616,Utilities,Buy
ELEEF,Element Fleet Mgmt Corp.,21.3,USD,1.8797531927105786,2606,0.029273103679132637,8596861417.834328,USD,23.797967191049846,0.89503443,USD,16.693116523516466,1.6146,Finance,Strong buy
PANDY,Pandora A/S,41.22,USD,-0.7942238267147974,4619,1.1338586542946216,12346118713.5427,USD,19.474629122177074,2.1166,USD,16.71353735869866,1.0617,Consumer durables,Buy
RCRRF,"Recruit Holdings Co., Ltd.",59.53,USD,-5.955766192733011,696,0.3145478374836173,91385780511.47202,USD,41.71655759294669,1.427011322,USD,16.73890054751029,0.247099,Technology services,Buy
IMIUY,IMI plc,25,USD,3.3912324234904894,872,0.25248284448562414,6463788142.850699,USD,20.473343706494145,1.2211,USD,16.73996175908222,1.17944,Producer manufacturing,
GH,"Guardant Health, Inc.",22.88,USD,0.6599208095028534,859178,0.3006623524666965,2814745075,USD,,-4.0925,USD,16.788662518807683,0,Health services,Strong buy
BCPC,Balchem Corporation,175.13,USD,-0.03995433789953949,105753,0.7341613095816614,5681870487.999999,USD,48.83169752397948,3.5864,USD,16.828457879992182,0.451093,Consumer non-durables,Buy
ACLS,"Axcelis Technologies, Inc.",107.37,USD,-0.6293382693197526,360862,0.43104546999236126,3502150518,USD,14.791904886549933,7.2587,USD,16.990893706180994,0,Producer manufacturing,Buy
COST,Costco Wholesale Corporation,885.62,USD,-1.7549698260560938,3459037,1.6697510147406205,392626359995,USD,53.467845154435025,16.5636,USD,17.001843650003178,0.49231,Retail trade,Buy
SBGSY,Schneider Electric SE,53.4,USD,-2.5369592991421803,105662,0.8879987965263987,150520194408.0666,USD,36.23286741756005,1.4738,USD,17.023979672860083,0.932253,Producer manufacturing,Buy
HAYW,"Hayward Holdings, Inc.",15.26,USD,3.1081081081081017,1974839,0.702714181704108,3282854817.9999995,USD,37.374479549350966,0.4083,USD,17.22652885443583,0,Consumer durables,Neutral
VICI,VICI Properties Inc.,33.12,USD,0.6993006993006897,3886209,0.7027202944453056,34682359682,USD,13.010174018933887,2.5457,USD,17.25932749884847,5.01208,Finance,Strong buy
LSRCY,Lasertec Corp.,34.01,USD,-0.20539906103286468,24325,0.497355276259643,16629332367.9879,USD,38.94869445716903,0.8732,USD,17.271017996239582,0.604237,Electronic technology,
AMAT,"Applied Materials, Inc.",204.92,USD,-2.2374886694337226,4524814,0.7192460821293891,168936876977.00003,USD,23.02782397626646,8.8988,USD,17.32721567386546,0.702713,Producer manufacturing,Buy
ASND,Ascendis Pharma A/S,144.62,USD,-1.8593919652551634,516852,0.45996798880809703,8293921143,USD,,-9.3399,USD,17.328459141764615,0,Health technology,Strong buy
CDZIP,"Cadiz, Inc. - Depositary Shares",15.315,USD,0.03265839320704771,3673,0.6675147660154476,207762258,USD,,-0.5147,USD,17.330549309347894,0,Finance,
BRZE,"Braze, Inc.",33.22,USD,1.3422818791946238,1298137,0.8385762503835532,3412576317,USD,,-1.1813,USD,17.42625471830002,0,Technology services,Strong buy
GTES,Gates Industrial Corporation plc,17.84,USD,0.8479366873939999,2184392,0.9412082238218933,5023970635.999999,USD,18.864333298086073,0.9457,USD,17.434496460946228,0,Producer manufacturing,Buy
YUMC,"Yum China Holdings, Inc.",45.37,USD,3.4427724578203334,7535587,1.7846269220752378,17379697343.8807,USD,21.92846785886902,2.069,USD,17.47672041789688,1.34509,Consumer services,Strong buy
NDEKF,Nitto Denko Corp.,16.972,USD,8.934531450577673,1020,0.06160908431988403,11965338727.542124,USD,15.678071888770562,1.0825310739999998,USD,17.522748198765502,2.00154,Electronic technology,Buy
AGM/PG,"Federal Agricultural Mortgage Corporation 4.875% Non-Cumulative Preferred Stock, Series G",22.07,USD,1.7050691244239677,54958,2.7863799065088877,1979813092,USD,1.347185682108129,16.3823,USD,17.558878826585538,2.69034,Finance,
AGM/PE,"Federal Agricultural Mortgage Corporation 5.750% Non-Cumulative Preferred Stock, Series E",24.48,USD,0.5338809034907557,26601,1.6768260011724734,1979813092,USD,1.4942956727687808,16.3823,USD,17.558878826585538,2.69034,Finance,
AGM,Federal Agricultural Mortgage Corporation,185.85,USD,0.58451047247929,38892,0.8552184554084453,1979813092.0000002,USD,11.344560898042399,16.3823,USD,17.558878826585538,2.69034,Finance,Buy
AGM.A,Federal Agricultural Mortgage Corporation,145,USD,-2.684563758389262,5619,10.27427317608338,1985839086.4692862,USD,8.851016035599397,16.3823,USD,17.558878826585538,3.45877,Finance,Buy
AGM/PF,"Federal Agricultural Mortgage Corporation 5.250% Non-Cumulative Preferred Stock, Series F",22.8,USD,-0.17513134851137982,47441,3.4954796973202376,1979813092,USD,1.3917459697356294,16.3823,USD,17.558878826585538,2.69034,Finance,
AGM/PD,"Federal Agricultural Mortgage Corporation 5.700% Non-Cumulative Preferred Stock, Series D",24.63,USD,0.38720195638882765,5712,1.4208955223880597,1979813092,USD,1.5034518962538836,16.3823,USD,17.558878826585538,2.69034,Finance,
FIZZ,National Beverage Corp.,46.58,USD,1.7030567685589546,170801,0.898522759374594,4360440001,USD,23.721735587696067,1.9636,USD,17.573797976169097,0,Consumer non-durables,Sell
BLK,"BlackRock, Inc.",945.21,USD,0.020105394594829164,472522,0.9163828436295061,140012522894,USD,23.466395890693235,40.2793,USD,17.601735444050618,2.13709,Finance,Strong buy
IR,Ingersoll Rand Inc.,98.08,USD,1.7321854579400493,3873151,1.5953919232488643,39573730280.00001,USD,48.49203994858103,2.0226,USD,17.6135372448683,0.0815661,Producer manufacturing,Buy
APD,"Air Products and Chemicals, Inc.",300.36,USD,0.30054097375276634,1057098,0.6811983236213038,66774379633,USD,26.102372468931957,11.507,USD,17.6260132683206,2.34385,Process industries,Buy
USFD,US Foods Holding Corp.,60.16,USD,-4.234320280165559,7417103,3.868436494814401,14712638537,USD,28.609473083507705,2.1028,USD,17.685247369599274,0,Distribution services,Buy
NMIH,NMI Holdings Inc,41.03,USD,0.44063647490819996,511478,0.7732224642352221,3268968549.9999995,USD,9.700910273081925,4.2295,USD,17.81008885546363,0,Finance,Buy
IOSP,Innospec Inc.,114.09,USD,0.24602407521307543,99217,0.7693870540238951,2845566689.0000005,USD,19.102233533134648,5.9726,USD,18.06357238870879,1.29722,Process industries,Buy
ESAB,ESAB Corporation,106.51,USD,-0.48584509016163324,148418,0.6661762217397569,6437544831,USD,25.841906055900623,4.1216,USD,18.077121411791662,0.244109,Producer manufacturing,Buy
SNDA,"Sonida Senior Living, Inc.",26.53,USD,1.1051829268292785,34649,0.3298626151577436,491886022.00000006,USD,,-3.6613,USD,18.159465319534164,0,Health services,
HRB,"H&R Block, Inc.",63.64,USD,0.3310736244679187,1004777,0.7363290328769498,8883762672.999998,USD,15.08593101813441,4.2185,USD,18.204998879175065,2.01131,Consumer services,Neutral
AGI,Alamos Gold Inc.,19.97,USD,-2.2994129158512835,2799431,0.8610342310988562,8381761355.772423,USD,40.45286793210206,0.49366092,USD,18.225032833573298,0.503317,Non-energy minerals,Strong buy
AWI,Armstrong World Industries Inc,131.05,USD,0.5370157268891577,165298,0.7845071024142988,5726893232.000001,USD,23.944382525442624,5.4731,USD,18.327063605309803,0.854636,Producer manufacturing,Buy
MGDDF,CIE GENERALE DES ETABLISSEMENTS MICHELIN SA CLERMONT-FERRAND,43.18,USD,1.7196702002355637,296,0.2624346129976062,30871896179.011566,USD,15.123970535002854,2.8550703600000005,USD,18.345081608425488,3.63001,Consumer durables,Buy
CBOE,"Cboe Global Markets, Inc.",202.6,USD,-1.38719883183256,692204,1.029814612124993,21198872768,USD,28.039582035845267,7.2255,USD,18.48578268997409,1.12537,Finance,Neutral
PLAB,"Photronics, Inc.",24.8,USD,-0.20120724346076743,279487,0.5529205156109878,1571173288,USD,10.920780307367123,2.2709,USD,18.547713510127384,0,Electronic technology,Strong buy
TRUMF,Terumo Corp.,17.838,USD,0.12348450830715098,1100,0.5249594349527537,26536860092.286522,USD,36.27535490822574,0.4917388139999999,USD,18.612359521226296,0.770848,Health technology,Buy
GMWKF,Games Workshop Group,136.41,USD,-4.337995929753892,125,0.06845189201029517,4494978505.058595,USD,23.367704072300118,5.83754397,USD,18.624110450592415,3.8817,Consumer durables,Strong buy
KNBHF,Knorr Bremse Ag,91.38,USD,8.154811220262754,127,0.40215326155794806,14730456001.14011,USD,22.664196913066732,4.031909904000001,USD,18.65600000022603,2.04616,Producer manufacturing,Buy
SRE,DBA Sempra,83.25,USD,1.598730778618504,2463042,0.9298529815380329,52709394011.99999,USD,17.77478862413528,4.6836,USD,18.677309007981766,2.91892,Utilities,Buy
SREA,DBA Sempra 5.750% Junior Subordinated Notes due 2079,24.92,USD,0.24135156878520625,285141,2.575243465954505,52709394012,USD,5.3206934836450595,4.6836,USD,18.677309007981766,2.91892,Utilities,
MNST,Monster Beverage Corporation,52.46,USD,0.8652182272639932,4434576,0.6611333090263519,51386874473.99999,USD,32.65890555936002,1.6063,USD,18.721359940872144,0,Consumer non-durables,Buy
GNGBY,Getinge AB,21.43,USD,-0.6029684601113127,1900,0.2507787339633599,5846472751.018199,USD,24.105736782902138,0.889,USD,18.755009350788132,1.15611,Health technology,
BCYC,Bicycle Therapeutics plc,23.21,USD,-0.47169811320754473,122803,0.23689357546043133,1600126164,USD,,-3.8114,USD,18.78715561142955,0,Health technology,Strong buy
LOW,"Lowe's Companies, Inc.",267.14,USD,0.5760325288957391,1852410,0.8045137302312905,151546978080,USD,22.143200543757562,12.0642,USD,18.802930633788943,1.66579,Retail trade,Buy
NEU,NewMarket Corp,552.73,USD,-0.8200251211196729,15783,0.3175935092845242,5302952503,USD,12.907316161875627,42.823,USD,18.830316534904302,1.71874,Process industries,Strong buy
CDNS,"Cadence Design Systems, Inc.",274.13,USD,-0.03646574043686786,1180722,0.7392153544570813,75062279945,USD,70.8895784846134,3.867,USD,18.863922786094125,0,Technology services,Buy
V,Visa Inc.,275.17,USD,1.2808715815819567,6509576,0.6504070304487252,543710328849,USD,29.892886629296488,9.2052,USD,18.884153428903517,0.755896,Commercial services,Buy
ELF,"e.l.f. Beauty, Inc.",112.55,USD,1.0595312920894249,2572454,1.0266641315890466,6346494648.756663,USD,53.51369341955115,2.1032,USD,18.939094045128098,0,Consumer non-durables,Buy
MEG,"Montrose Environmental Group, Inc.",27.29,USD,-0.8717762440973555,487411,0.8344031336146455,934135052.9999999,USD,,-1.4893,USD,18.97170837867247,0,Commercial services,Strong buy
MONRF,Moncler S.P.A.,65.2,USD,19.086757990867582,580,0.5534879282374272,17649593554.8805,USD,25.4105047556695,2.5658679600000003,USD,18.990439836524892,1.99169,Consumer non-durables,Buy
BIDU,"Baidu, Inc.",105.17,USD,2.544851794071762,8504168,1.9883862207744099,37556202640.06921,USD,13.761023735378012,7.6426,USD,18.997275204359664,0,Technology services,Buy
