Symbol,Description,Price,Price - Currency,Price Change % 1 day,Volume 1 day,Relative Volume 1 day,Market capitalization,Market capitalization - Currency,Price to earnings ratio,"EPS diluted, Trailing 12 months","EPS diluted, Trailing 12 months - Currency","EPS diluted growth %, TTM YoY","Dividend yield %, Trailing 12 months",Sector,Analyst Rating,Index
EXPN.l,EXPERIAN PLC ORD USD0.10,3912,GBX,-0.45801526717557300,97702,0.062208669457021800,35893394036,GBP,37.74968638425170,1.0363,GBP,11.694330674714400,1.17399,Commercial services,Buy,"FTSE 100, STOXX Europe 600, FTSE All-Share, FTSE 350"
PAF.l,PAN AFRICAN RESOURCES ORD GBP0.01,32.25,GBX,-1.8264840182648400,673548,0.12797182943222500,629571578,GBP,9.80243161094225,0.0329,GBP,12.671232876712300,2.32085,Non-energy minerals,Strong buy,"FTSE AIM All-Share, FTSE AIM 100, FTSE AIM UK 50"
BAR.l,BRAND ARCHITEKTS GROUP PLC ORD GBP0.05,25.18,GBX,-4.981132075471700,564,0.051463140894035200,7404942,GBP,,-0.2006,GBP,13.122563880467700,0,Consumer non-durables,Neutral,FTSE AIM All-Share
JHD.l,JAMES HALSTEAD ORD GBP0.05,178.59,GBX,1.1841359773371100,47417,0.2022234040420800,741233921,GBP,16.75328330206380,0.1066,GBP,13.163481953290900,4.67422,Producer manufacturing,Strong buy,"FTSE AIM All-Share, FTSE AIM 100, FTSE AIM UK 50"
AVCT.l,AVACTA GROUP PLC ORD GBP0.10,48.85,GBX,-5.145631067961160,2502047,0.9406930845318300,184554303,GBP,,-0.0915,GBP,13.187855787476300,0,Commercial services,Neutral,FTSE AIM All-Share
FAB.l,FUSION ANTIBODIES PLC ORD GBP0.04,3.9,GBX,-10.344827586206900,498852,0.21726749879400400,4148402,GBP,,-0.0401,GBP,13.390928725702000,0,Health services,,FTSE AIM All-Share
VAL.l,VALIRX ORD GBP0.001,1.5,GBX,3.448275862068970,512403,0.46709463369384400,1919056,GBP,,-0.0201,GBP,13.733905579399100,0,Health technology,,FTSE AIM All-Share
CHH.l,CHURCHILL CHINA ORD GBP0.10,938,GBX,4.222222222222220,489,0.052676368885393900,98980516,GBP,13.1852684846781,0.7114,GBP,14.354605368911800,4,Consumer durables,Strong buy,FTSE AIM All-Share
DLG.l,DIRECT LINE INSURANCE GROUP PLC ORD GBP0.109090909,185.1,GBX,-0.6441223832528270,70732,0.019468393833838000,2420387341,GBP,8.033854166666670,0.2304,GBP,14.51292246520880,2.14707,Finance,Buy,"STOXX Europe 600, FTSE 250, FTSE All-Share, FTSE 350"
BRCK.l,BRICKABILITY GROUP PLC ORD GBP0.01,63.365,GBX,-0.9921874999999970,16341,0.04174774917014180,205157300,GBP,12.775201612903200,0.0496,GBP,14.814814814814800,5.23438,Distribution services,Strong buy,"FTSE AIM All-Share, FTSE AIM 100"
FME.l,FUTURE METALS NL ORD NPV (DI),0.905,GBX,0.555555555555556,14518,0.14678806323271500,6232522.515665900,GBP,,-0.005882623723487830,GBP,15.277926855914400,0,Non-energy minerals,,FTSE AIM All-Share
IPF.l,INTERNATIONAL PERSONAL FINANCE PLC ORD GBP0.10,149,GBX,-0.6666666666666670,23835,0.03933163773573200,329164009,GBP,7.25767169995129,0.2053,GBP,15.337078651685400,7.06667,Finance,Strong buy,FTSE All-Share
GRG.l,GREGGS ORD GBP0.02,3088.12,GBX,-0.1900452488687820,13819,0.08611658986031530,3152166697,GBP,23.01818723911750,1.3416,GBP,15.754961173425400,0.51713,Consumer non-durables,Buy,"STOXX Europe 600, FTSE 250, FTSE All-Share, FTSE 350"
SYM.l,SYMPHONY ENVIRONMENTAL TECH PLC ORD GBP0.01,3.95,GBX,9.722222222222220,13757,0.06817422709941630,8103568.000000000,GBP,,-0.0103,GBP,16.260162601626000,0,Process industries,,FTSE AIM All-Share
ART.l,ARTISANAL SPIRITS COMPANY PLC(THE) ORD GBP0.0025,42.05,GBX,-1.0588235294117700,892,0.10553715097018500,29987906,GBP,,-0.0481,GBP,16.637781629116100,0,Distribution services,Strong buy,FTSE AIM All-Share
AST.l,ASCENT RESOURCES ORD GBP0.005,1.711,GBX,-4.413407821229050,6425,0.028811232838258400,4262401,GBP,,-0.011,GBP,16.66666666666670,0,Energy minerals,,FTSE AIM All-Share
OCN.l,OCEAN WILSONS HOLDINGS LTD ORD GBP0.20,1515,GBX,9.386281588447650,21839,1.0153896224660600,489778130,GBP,9.939640467130300,1.5242,GBP,16.68070121717830,0.00483091,Transportation,Neutral,FTSE All-Share
NXT.l,NEXT ORD GBP0.10,9728,GBX,-0.14370765756518200,78712,0.1741163999722160,11646426549,GBP,14.815942978114200,6.5659,GBP,17.062169052755400,2.12482,Retail trade,Neutral,"FTSE 100, STOXX Europe 600, FTSE All-Share, FTSE 350"
GAW.l,GAMES WORKSHOP GROUP ORD GBP0.05,10730,GBX,-0.8317929759704250,3495,0.06258853277794590,3565403374,GBP,23.419254861732500,4.5817,GBP,17.30203026191150,3.8817,Consumer durables,Strong buy,"STOXX Europe 600, FTSE 250, FTSE All-Share, FTSE 350"
BVIC.l,BRITVIC ORD GBP0.2,1274.07,GBX,0.0840534171248968,80678,0.018063525090719500,3140962279,GBP,25.00137362637360,0.5096,GBP,17.66335719233440,2.5216,Consumer non-durables,Neutral,"STOXX Europe 600, FTSE 250, FTSE All-Share, FTSE 350"
ULVR.l,UNILEVER PLC ORD GBP0.031111,4876,GBX,-0.36779730281977900,490202,0.11433548403830000,121646304863,GBP,21.541859951402700,2.2635,GBP,18.112085159674400,3.01022,Consumer non-durables,Buy,"FTSE 100, STOXX Europe 600, FTSE All-Share, FTSE 350"
THX.l,THOR EXPLORATIONS COM NPV (DI),16.52,GBX,3.2500000000000000,1162949,1.2455855017343100,112465091.55873800,GBP,3.609074873547300,0.045773503124258500,GBP,18.12155500739490,0,Non-energy minerals,Strong buy,FTSE AIM All-Share
PSH.l,PERSHING SQUARE HOLDINGS LTD. NPV,3560.494,GBX,-0.7666109253065740,22932,0.15482334259626800,6602010000,GBP,3.367820962722640,10.5721,GBP,18.339545764912600,1.17521,Miscellaneous,,"FTSE 100, FTSE All-Share, FTSE 350"
IWG.l,INTERNATIONAL WORKPLACE GROUP PLC ORD USD0.0124,177,GBX,-1.0067114093959800,170596,0.10589540231233600,1809468756,GBP,,-0.1394,GBP,18.66977829638270,0.559284,Commercial services,Strong buy,"FTSE 250, FTSE All-Share, FTSE 350"
EMH.l,EUROPEAN METALS HOLDINGS LIMITED(AU ORD NPV (DI),8.4,GBX,8.387096774193550,101809,0.5544965257164520,16595110.891946500,GBP,,-0.008930892380204240,GBP,18.82393544284160,0,Non-energy minerals,Strong buy,FTSE AIM All-Share
KEYS.l,KEYSTONE LAW GROUP PLC ORD GBP0.002,573.86,GBX,-1.05862068965517,11783,0.4416681660069570,183238700,GBP,23.36563517915310,0.2456,GBP,18.877057115198500,3.15517,Commercial services,Strong buy,"FTSE AIM All-Share, FTSE AIM 100"
PTAL.l,PETROTAL CORP COM SHS NPV (DI),34.89,GBX,-1.718309859154930,185676,0.3615790251605460,308374459.5483440,GBP,3.1974960016283400,0.10911663371035400,GBP,19.994717845763900,14.3928,Energy minerals,Strong buy,"FTSE AIM All-Share, FTSE AIM 100"
QED.l,QUADRISE PLC ORD GBP0.01,1.4826,GBX,2.4248704663212400,3488858,1.5403695456766900,25544242,GBP,,-0.002,GBP,20,0,Process industries,,FTSE AIM All-Share
PIER.l,BRIGHTON PIER GROUP PLC (THE) ORD GBP0.25,30.6,GBX,-13.802816901408400,26857,4.16536129162337,13236631,GBP,,-0.2021,GBP,20.62058130400630,0,Consumer services,,FTSE AIM All-Share
ARS.l,ASIAMET RESOURCES LTD COM SHS USD0.01 (DI),0.65,GBX,-10.344827586206900,352440,0.169253996346949,18807094,GBP,,-0.0019,GBP,20.833333333333300,0,Non-energy minerals,,FTSE AIM All-Share
MBH.l,MICHELMERSH BRICK HLDGS ORD GBP0.2,98.022,GBX,-0.9878787878787820,10780,0.06159225697340910,92741796,GBP,11.61398104265400,0.0844,GBP,22.674418604651200,4.54545,Non-energy minerals,Strong buy,FTSE AIM All-Share
CLA.l,CELSIUS RESOURCES LTD ORD NPV (DI),0.65,GBX,0,0,0,15036973.940626600,GBP,,-0.00144391673212883,GBP,23.129252810287100,0,Non-energy minerals,,FTSE AIM All-Share
REL.l,RELX PLC ORD GBP0.1444,3533,GBX,-0.9809417040358750,285933,0.08472228209975010,66334630235.00000,GBP,35.29117970232740,1.0011,GBP,23.379344343110700,1.68161,Commercial services,Buy,"FTSE 100, STOXX Europe 600, FTSE All-Share, FTSE 350"
IMI.l,IMI ORD GBP0.28571428,1854,GBX,-1.3829787234042600,65266,0.06023391424276520,4833461559,GBP,19.11340206185570,0.97,GBP,23.503947033358800,1.55319,Producer manufacturing,Buy,"FTSE 100, STOXX Europe 600, FTSE All-Share, FTSE 350"
TRLS.l,TRELLUS HEALTH PLC ORD GBP0.0006,0.9551,GBX,-6.362745098039220,74425,0.022589297077225700,1647385,GBP,,-0.0327,GBP,23.598130841121500,0,Technology services,,FTSE AIM All-Share
GFM.l,GRIFFIN MINING ORD USD0.01,163,GBX,0,34902,0.30484438978716300,298800991,GBP,18.418079096045200,0.0885,GBP,23.94957983193280,0,Non-energy minerals,Strong buy,"FTSE AIM All-Share, FTSE AIM 100"
MGNS.l,MORGAN SINDALL GRP PLC ORD GBP0.05,3055,GBX,-0.8116883116883120,129063,1.3825369058930500,1445780238,GBP,11.662085814628200,2.6196,GBP,24.02821836087310,3.7013,Industrial services,Strong buy,"FTSE 250, FTSE All-Share, FTSE 350"
JII.l,JPMORGAN INDIAN INV TRUST PLC ORD GBP0.25,1024,GBX,-0.5825242718446600,48594,0.320363175837151,709637000,GBP,6.5322786425108400,1.5676,GBP,24.097530082330600,0,Miscellaneous,,"FTSE 250, FTSE All-Share, FTSE 350"
ZIOC.l,ZANAGA IRON ORE CO LTD ORD NPV (DI),5.1605,GBX,-0.7596153846153910,92078,0.20314591788737800,35141264,GBP,,-0.0034,GBP,24.444444444444400,0,Non-energy minerals,,FTSE AIM All-Share
MPAC.l,MPAC GROUP PLC ORD GBP0.25,409.65,GBX,-0.08536585365854210,8036,0.266077737345911,87151117,GBP,13.528731836195500,0.3028,GBP,25.53897180762850,0,Producer manufacturing,Strong buy,FTSE AIM All-Share
HMI.l,HARVEST MINERALS LTD ORD NPV (DI),0.79,GBX,-24.761904761904800,899198,13.861324783030900,3036277,GBP,,-0.009,GBP,25.619834710743800,0,Process industries,,FTSE AIM All-Share
STG.l,STRIP TINNING HOLDINGS PLC ORD GBP0.01,35,GBX,0,164,0.04103487964770060,6378780,GBP,,-0.1672,GBP,25.91936198493580,0,Electronic technology,Strong buy,FTSE AIM All-Share
KEFI.l,KEFI GOLD AND COPPER PLC ORD GBP0.001,0.614,GBX,-2.848101265822790,15587205,0.5258074326091100,38293446,GBP,,-0.0017,GBP,26.086956521739100,0,Non-energy minerals,,FTSE AIM All-Share
RENX.l,RENALYTIX PLC ORD GBP0.0025,9.5,GBX,2.7027027027027000,70,0.002502493556079090,15348111,GBP,,-0.3121,GBP,26.771468793993400,0,Technology services,Strong buy,FTSE AIM All-Share
CLCO.l,CLOUDCOCO GROUP PLC ORD GBP0.01,0.1001,GBX,-19.920000000000000,500000,0.23212506973037100,882770,GBP,,-0.003,GBP,26.829268292682900,0,Technology services,,FTSE AIM All-Share
FSTA.l,FULLER SMITH & TURNER 'A'ORD GBP0.40,752.2,GBX,-0.5026455026454970,8838,0.2609920532969520,435538142,GBP,51.34470989761090,0.1465,GBP,27.28062554300610,2.34788,Consumer services,Neutral,FTSE All-Share
BRLA.l,BLACKROCK LATIN AMERICAN INV TRUST USD0.10,322.98,GBX,-0.6215384615384560,8269,0.13831020357642900,95707900,GBP,,-0.6526,GBP,27.335486026055000,181.787,Miscellaneous,,FTSE All-Share
ELCO.l,ELECO PUBLIC LIMITED COMPANY ORD GBP0.01,134.45,GBX,1.0902255639097700,8712,0.4439846501174680,110738993,GBP,38.5243553008596,0.0349,GBP,27.37226277372260,0.601504,Technology services,Strong buy,FTSE AIM All-Share
HFG.l,HILTON FOOD GROUP PLC ORD GBP0.10,891.5001,GBX,-1.2735215946843900,8984,0.05448616285564750,808679286,GBP,17.368012857977800,0.5133,GBP,28.13280079880180,3.54374,Consumer non-durables,Buy,"FTSE 250, FTSE All-Share, FTSE 350"
AQX.l,AQUIS EXCHANGE PLC ORD GBP0.10,375,GBX,0,384,0.004591911777894970,103255427,GBP,20.741150442477900,0.1808,GBP,28.317955997161100,0,Finance,Strong buy,FTSE AIM All-Share
ORCH.l,ORCHARD FUNDING GROUP PLC ORD GBP0.01,27,GBX,12.5,37,0.006066667759759960,5125000,GBP,3.8135593220339000,0.0708,GBP,28.72727272727270,12.5,Finance,Strong buy,FTSE AIM All-Share
SHOE.l,SHOE ZONE PLC ORD GBP0.01,175.5,GBX,-1.1267605633802800,2753,0.046311405087693900,82052621,GBP,5.675937904269080,0.3092,GBP,28.88703626511050,9.80282,Consumer non-durables,,FTSE AIM All-Share
COA.l,COATS GROUP PLC ORD GBP0.05,101.6,GBX,-0.5870841487279930,118928,0.03256498162072500,1626886947,GBP,17.855887521968400,0.0569,GBP,29.02494331065760,2.20832,Process industries,Strong buy,"FTSE 250, FTSE All-Share, FTSE 350"
MIDW.l,MIDWICH GROUP PLC ORD GBP0.01,322,GBX,0.3115264797507790,22644,0.08221180395077020,332431221,GBP,14.87985212569320,0.2164,GBP,29.19402985074630,5.14019,Distribution services,Buy,"FTSE AIM All-Share, FTSE AIM 100, FTSE AIM UK 50"
ECR.l,ECR MINERALS PLC ORD GBP0.00001,0.23,GBX,-8.0000000000000000,2589469,0.17173052176210200,4731902,GBP,,-0.0012,GBP,29.411764705882400,0,Non-energy minerals,,FTSE AIM All-Share
DGN.l,ASIA DRAGON TRUST PLC ORD GBP0.20,429,GBX,0.23364485981308400,8374,0.0402822935412196,670107000,GBP,,-0.423,GBP,29.417653929584500,1.54206,Miscellaneous,,"FTSE 250, FTSE All-Share, FTSE 350"
BVXP.l,BIOVENTIX PLC ORD GBP0.05,4000,GBX,5.263157894736840,362,0.0357439077372724,198346928,GBP,24.488796375658100,1.6334,GBP,29.748192866788500,4.15789,Commercial services,,"FTSE AIM All-Share, FTSE AIM 100"
THR.l,THOR ENERGY PLC ORD GBP0.001,0.92,GBX,8.235294117647070,15934,0.051260109507601800,3218186,GBP,,-0.011,GBP,29.936305732484100,0,Non-energy minerals,,FTSE AIM All-Share
WEIR.l,WEIR GROUP ORD GBP0.125,2190,GBX,-0.3639672429481350,41474,0.05879084272450210,5669211237,GBP,25.972485768501000,0.8432,GBP,30.143540669856400,1.75614,Producer manufacturing,Buy,"FTSE 100, STOXX Europe 600, FTSE All-Share, FTSE 350"
SPSY.l,SPECTRA SYSTEMS CORP COM SHS USD0.01 (UNRES),233,GBX,-3.319502074688800,64020,0.9168478307569370,108293098,GBP,22.33940556088210,0.1043,GBP,30.375000000000000,3.77025,Electronic technology,,FTSE AIM All-Share
OXIG.l,OXFORD INSTRUMENTS PLC ORD GBP0.05,2095,GBX,-1.411764705882350,12685,0.10691829200451800,1232172751,GBP,24.21405455386040,0.8652,GBP,30.675124603534200,0.978824,Electronic technology,Strong buy,"FTSE 250, FTSE All-Share, FTSE 350"
MPL.l,MERCANTILE PORTS AND LOGISTICS LTD ORD NPV,1.7,GBX,-12.820512820512800,107648,0.70259668634496,6948097,GBP,,-0.1665,GBP,30.912863070539400,0,Transportation,,FTSE AIM All-Share
PRV.l,PORVAIR PLC ORD GBP0.02,666,GBX,0.30120481927710800,1149,0.016449770218614400,305130948,GBP,19.845053635280100,0.3356,GBP,31.144978507229400,0.918675,Producer manufacturing,Buy,FTSE All-Share
TFW.l,THORPE(F.W.) ORD GBP0.01,321.551,GBX,-2.560303030303030,4431,0.14053015166219500,387228277,GBP,17.049363732767800,0.1886,GBP,31.24565066109950,1.98182,Producer manufacturing,,"FTSE AIM All-Share, FTSE AIM 100, FTSE AIM UK 50"
ZNWD.l,ZINNWALD LITHIUM PLC ORD GBP0.01,8.25,GBX,0,30284,0.17438864066807100,39149278,GBP,,-0.0046,GBP,31.343283582089600,0,Non-energy minerals,,FTSE AIM All-Share
MONY.l,MONY GROUP PLC ORD GBP0.0002,212.6,GBX,-0.5612722170252650,46242,0.05355168133310130,1147985691,GBP,15.056657223796000,0.1412,GBP,31.34883720930230,5.70627,Technology services,Buy,"FTSE 250, FTSE All-Share, FTSE 350"
VLX.l,VOLEX PLC ORD GBP0.25,335.5,GBX,-0.2971768202080240,73309,0.06709834989443150,607731037,GBP,19.270534175761100,0.1741,GBP,31.396226415094300,1.24814,Producer manufacturing,Strong buy,"FTSE AIM All-Share, FTSE AIM 100, FTSE AIM UK 50"
ZIG.l,ZIGUP PLC ORD GBP0.50,380,GBX,-1.2987012987013000,49958,0.12495597851751700,858678046,GBP,6.971197945331130,0.5451,GBP,31.47612156295220,6.7013,Finance,Buy,"FTSE 250, FTSE All-Share, FTSE 350"
CRW.l,CRANEWARE PLC ORD GBP0.01,2060,GBX,1.477832512315270,3178,0.03509953889057630,709554606,GBP,78.32699619771860,0.263,GBP,31.76352705410820,1.42857,Technology services,Strong buy,"FTSE AIM All-Share, FTSE AIM 100"
GDWN.l,GOODWIN ORD GBP0.10,7360,GBX,0,44,0.012483686092038800,552706561,GBP,32.783964365256100,2.245,GBP,32.99763033175360,1.5625,Producer manufacturing,,"FTSE 250, FTSE All-Share, FTSE 350"
SYN.l,SYNERGIA ENERGY LTD NPV,0.085,GBX,-2.857142857142840,6859515,0.2849659130290590,9308068,GBP,,-0.0002,GBP,33.33333333333330,0,Energy minerals,Strong buy,FTSE AIM All-Share
KP2.l,KORE POTASH PLC ORD USD0.001,2.76,GBX,-1.42857142857143,184683,0.11528814733121500,121868008,GBP,,-0.0002,GBP,33.33333333333330,0,Non-energy minerals,,FTSE AIM All-Share
HAYD.l,HAYDALE GRAPHENE INDUSTRIES PLC ORD GBP0.001,0.289,GBX,-0.3448275862068970,19692,0.017642952759408100,5215540,GBP,,-0.0057,GBP,33.72093023255810,0,Process industries,,FTSE AIM All-Share
FNX.l,FONIX PLC ORD GBP0.001,221,GBX,5.238095238095240,88257,0.3848891214757640,207848369,GBP,20.654205607476600,0.107,GBP,33.917396745932400,3.56667,Technology services,,"FTSE AIM All-Share, FTSE AIM 100"
CKN.l,CLARKSON ORD GBP0.25,3680,GBX,-0.27100271002710000,2369,0.04977706430885730,1134023247,GBP,13.791552673987200,2.6683,GBP,34.21357074593830,2.81843,Transportation,Strong buy,"FTSE 250, FTSE All-Share, FTSE 350"
TPFG.l,PROPERTY FRANCHISE GROUP PLC (THE) ORD GBP0.01,420,GBX,-1.7543859649122800,13429,0.053663903082887100,272539834,GBP,22.47191011235960,0.1869,GBP,34.267241379310400,2.80702,Finance,Strong buy,"FTSE AIM All-Share, FTSE AIM 100"
IKA.l,ILIKA PLC ORD GBP0.01,24.5,GBX,2.083333333333330,830,0.00955043897499626,40152743,GBP,,-0.0303,GBP,34.83870967741940,0,Producer manufacturing,Strong buy,FTSE AIM All-Share
KNOS.l,KAINOS GROUP PLC ORD GBP0.005,900.4343,GBX,-1.5918797814207600,7896,0.030336490695042200,1151465587,GBP,23.351511929460600,0.3856,GBP,35.10861948142960,2.65574,Technology services,Buy,"FTSE 250, FTSE All-Share, FTSE 350"
OMG.l,OXFORD METRICS PLC ORD GBP0.0025,59.964,GBX,2.678082191780820,153230,0.15268194814712600,76760746,GBP,20.606185567010300,0.0291,GBP,35.34883720930230,4.7089,Electronic technology,Strong buy,FTSE AIM All-Share
HL.l,HARGREAVES LANSDOWN ORD GBP0.004,1110.5,GBX,0.04504504504504500,35264,0.012807823232281400,5259586878,GBP,17.99837925445710,0.617,GBP,35.36638876700310,3.78378,Finance,Neutral,"FTSE 100, STOXX Europe 600, FTSE All-Share, FTSE 350"
INX.l,I-NEXUS GLOBAL PLC ORD GBP0.10,3.25,GBX,0,0,0,961077,GBP,,-0.017,GBP,36.329588014981300,0,Technology services,,FTSE AIM All-Share
ULTP.l,ULTIMATE PRODUCTS PLC ORDS GBP0.0025,134.775,GBX,-0.16666666666666200,12372,0.10591840036847100,115545611,GBP,9.484517945109080,0.1421,GBP,36.37236084452980,5.48148,Distribution services,Strong buy,FTSE All-Share
HDD.l,HARDIDE PLC ORD GBP0.04,6.1125,GBX,-0.20408163265306400,30000,0.618635784368311,4805522,GBP,,-0.0242,GBP,36.482939632545900,0,Process industries,,FTSE AIM All-Share
CCH.l,COCA-COLA HBC AG ORD CHF6.70(CDI),2680,GBX,-1.107011070110700,43605,0.06101361091156480,9811442332,GBP,18.114227779655300,1.4795,GBP,36.510426277911000,2.92044,Consumer non-durables,Buy,"FTSE 100, STOXX Europe 600, FTSE All-Share, FTSE 350"
HE1.l,HELIUM ONE GLOBAL LTD ORD NPV (DI),1.2,GBX,0,45171708,0.2146576446423920,70868532,GBP,,-0.0024,GBP,36.8421052631579,0,Energy minerals,Strong buy,FTSE AIM All-Share
MKS.l,MARKS & SPENCER GROUP ORD GBP0.01,375.154,GBX,-0.22500000000000100,487552,0.054218471106994800,7591460635,GBP,18.062301396244600,0.2077,GBP,37.549668874172200,0.797872,Retail trade,Strong buy,"FTSE 100, STOXX Europe 600, FTSE All-Share, FTSE 350"
PSON.l,PEARSON ORD GBP0.25,1017,GBX,-0.8288639687957090,30191,0.018364344060618000,6758234102,GBP,20.47513589691970,0.4967,GBP,37.59002770083100,2.25256,Consumer services,Buy,"FTSE 100, STOXX Europe 600, FTSE All-Share, FTSE 350"
SMDS.l,SMITH(DS) ORD GBP0.10,457.2,GBX,-1.3805004314063900,192080,0.03278706993215040,6385575230,GBP,16.398852223816400,0.2788,GBP,37.61105626850940,3.88266,Process industries,Neutral,"FTSE 100, STOXX Europe 600, FTSE All-Share, FTSE 350"
SIS.l,SCIENCE IN SPORT PLC ORD GBP0.1,25,GBX,0,39096,0.11936638359793000,57556843,GBP,,-0.0582,GBP,37.75401069518720,0,Consumer non-durables,Strong buy,FTSE AIM All-Share
FUM.l,FUTURA MEDICAL ORD GBP0.002,35.9,GBX,2.865329512893980,18983,0.05903713153496540,105524915,GBP,,-0.0126,GBP,38.235294117647100,0,Health technology,Strong buy,FTSE AIM All-Share
TAM.l,TATTON ASSET MGMT PLC ORD GBP0.20,680,GBX,2.1021021021021000,959,0.06546075085324230,391074488,GBP,32.350142721217900,0.2102,GBP,38.56295319709950,2.4024,Finance,Strong buy,"FTSE AIM All-Share, FTSE AIM 100, FTSE AIM UK 50"
LLAI.l,LUNGLIFE AI INC ORD USD0.0001 (DI),12,GBX,4.3478260869565200,800,0.09120238950260500,2930890,GBP,,-0.1335,GBP,38.817598533455500,0,Health services,Strong buy,FTSE AIM All-Share
LLA.l,LUNGLIFE AI INC ORD SHS USD0.0001(DI)REG S CAT3,15,GBX,0,0,0,,,,-0.1335,GBP,38.817598533455500,0,Health services,,FTSE AIM All-Share
RNWH.l,RENEW HOLDINGS ORD GBP0.10,1060,GBX,-0.37593984962406000,12136,0.0624300388490156,842030463,GBP,18.955650929899900,0.5592,GBP,38.86267693071770,1.72274,Industrial services,Strong buy,"FTSE AIM All-Share, FTSE AIM 100, FTSE AIM UK 50"
BA.l,BAE SYSTEMS ORD GBP0.025,1223.5,GBX,-1.3306451612903200,599089,0.0771574761744711,37381754514,GBP,20.35096473719230,0.6012,GBP,39.39253419893340,2.41935,Electronic technology,Buy,"FTSE 100, STOXX Europe 600, FTSE All-Share, FTSE 350"
BOR.l,BORDERS & SOUTHERN PETROLEUM ORD GBP0.01,1.8,GBX,-5.759162303664920,1915879,1.3482460926894700,13958555,GBP,,-0.0012,GBP,40.00000000000000,0,Energy minerals,Strong buy,FTSE AIM All-Share
BYIT.l,BYTES TECHNOLOGY GROUP PLC ORD GBP0.01,513,GBX,-1.5355086372360800,19789,0.02000125330001980,1254780604,GBP,27.212698049339400,0.1885,GBP,40.46199701937410,1.66987,Technology services,Buy,"FTSE 250, FTSE All-Share, FTSE 350"
ECO.l,ECO ATLANTIC OIL & GAS LTD COM SHS NPV (DI),11.349,GBX,0.8800000000000020,61585,0.08830299663822030,39066652.49719590,GBP,,-0.04542673416119590,GBP,40.97930117999530,0,Energy minerals,Buy,FTSE AIM All-Share
MYI.l,MURRAY INTERNATIONAL TRUST PLC ORD GBP0.05,253.683,GBX,-1.2906614785992200,185952,0.1964987978777720,1572790000,GBP,8.518569509738080,0.2978,GBP,42.28380315336840,4.47471,Miscellaneous,,"FTSE 250, FTSE All-Share, FTSE 350"
GCM.l,GCM RESOURCES PLC ORD GBP0.01,2.52,GBX,-3.0769230769230800,471008,0.20365778739560400,7185506,GBP,,-0.0067,GBP,42.73504273504270,0,Energy minerals,,FTSE AIM All-Share
ZIN.l,ZINC MEDIA GROUP PLC ORD GBP0.00125,69,GBX,2.2222222222222200,534,0.04153153363354260,15392282,GBP,,-0.0905,GBP,42.97416509136740,0,Consumer services,Strong buy,FTSE AIM All-Share
RRR.l,RED ROCK RESOURCES ORD GBP0.0001,0.0422,GBX,5.500000000000000,2718248,0.06151233495036950,2001735,GBP,,-0.0013,GBP,43.47826086956520,0,Non-energy minerals,,FTSE AIM All-Share
PANR.l,PANTHEON RESOURCES ORD GBP0.01,15.9811,GBX,-3.1448484848484900,1052219,0.11533041226688300,186449846,GBP,,-0.0052,GBP,43.47826086956520,0,Energy minerals,Strong buy,"FTSE AIM All-Share, FTSE AIM 100"
IES.l,INVINITY ENERGY SYSTEMS PLC ORD EUR0.01,9.206,GBX,-1.0107526881720600,129047,0.11982468141261000,40971854,GBP,,-0.1318,GBP,43.69927381460910,0,Producer manufacturing,Strong buy,FTSE AIM All-Share
PFD.l,PREMIER FOODS ORD GBP0.10,184.4,GBX,-0.7534983853606060,41780,0.03221280870094330,1611936149,GBP,14.485467399842900,0.1273,GBP,43.841807909604500,0.930032,Consumer non-durables,Strong buy,"FTSE 250, FTSE All-Share, FTSE 350"
SNT.l,SABIEN TECHNOLOGY GROUP PLC ORD GBP0.03,10.45,GBX,4.499999999999990,51568,0.3131429182141240,2363113,GBP,,-0.0293,GBP,44.19047619047620,0,Producer manufacturing,,FTSE AIM All-Share
XPP.l,XP POWER LTD ORD GBP0.01 (DI),1358,GBX,2.2590361445783100,658,0.011825960679579400,312409278,GBP,,-0.7538,GBP,44.43461595164380,7.07831,Producer manufacturing,Strong buy,FTSE All-Share
JDG.l,JUDGES SCIENTIFIC ORD GBP0.05,9476,GBX,-0.25263157894736800,1498,0.04472175782182950,630926735,GBP,42.296018568112800,2.2404,GBP,44.58857696030980,1,Electronic technology,Strong buy,"FTSE AIM All-Share, FTSE AIM 100"
THRL.l,TARGET HEALTHCARE REIT PLC ORD GBP0.01,91,GBX,-0.6550218340611290,69559,0.048662472837715700,568137000,GBP,7.731520815632970,0.1177,GBP,44.5945945945946,6.23581,Finance,Strong buy,"FTSE 250, FTSE All-Share, FTSE 350"
N4P.l,N4 PHARMA PLC ORD GBP0.004,0.6,GBX,9.09090909090908,17055,0.017240467780239500,2171292,GBP,,-0.004,GBP,45.20547945205480,0,Health technology,,FTSE AIM All-Share
OCDO.l,OCADO GROUP PLC ORD GBP0.02,388,GBX,0.989068193649144,910571,0.26615066595028400,3153475805,GBP,,-0.2646,GBP,45.24006622516560,0,Retail trade,Sell,"STOXX Europe 600, FTSE 250, FTSE All-Share, FTSE 350"
CMO.l,CMO GROUP PLC ORD GBP0.01,14.5,GBX,0,516,0.040140647851386300,10435606,GBP,,-0.0342,GBP,45.28,0,Retail trade,Strong buy,FTSE AIM All-Share
